"col-6 href","min-wid-img-mobile-custom-table src","hash-tag","hash-tag 2","offer-header","offer-content","offer-content 2","grid-topic-product-sku","fw-bold-1","grid-product-name","text-danger","text-danger 2","h4-pall","btn","h4-pall 2","h4-pall 3","text-white","text-secondary","h4-pall 4","h4-pall 5"
"https://www.cnypharmacy.com/product/2572","https://manager.cnypharmacy.com/uploads/product_photo/2572.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2572","ยานัตถุ์หมอมี 12G 30ขวด/กล่อง [MME]","ซื้อยกแพ็ค 5 กล่อง[30 ขวด]  รับสินค้าแถมฟรี","","533.00 -/ กล่อง[30 ขวด]","ซื้อเลย","533.00.-/","กล่อง[30 ขวด]","แถม สินค้า SKU 6262 [LG] ...","ยาฉุน, พิมเสน, โกศสอ, โกศหัวบัว, โกศเชียง, ปูนแดง","",""
"https://www.cnypharmacy.com/product/3376","https://manager.cnypharmacy.com/uploads/product_photo/1667290418_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3376","ยาน้ำแก้ไอ I-HERB BRAND HERBAL COUGH MIXTURE 60ML [POS-02]","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 6 บาท","23.00 -/ ขวด[60ML]","ซื้อเลย","23.00.-/","ขวด[60ML]","ลดเหลือ 21.00 / ขวด[60ML]","ลูกมะแว้งเครือ + เนื้อลูกมะขามป้อม + เนื้อลูกสมอไทย + รากชะเอมเทศ + เกร็ดสะระแหน่","",""
"https://www.cnypharmacy.com/product/7110","https://manager.cnypharmacy.com/uploads/product_photo/1747202757_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","7110","ยาน้ำแก้ไอ I-HERB OTC BRAND COUGH MIXTURE 100ML [POS-02]","ซื้อยกแพ็ค 3 ขวด[100ML]","ลดเพิ่มแพ็คละ 12 บาท","29.00 -/ ขวด[100ML]","ซื้อเลย","29.00.-/","ขวด[100ML]","ลดเหลือ 25.00 / ขวด[100ML]","","",""
"https://www.cnypharmacy.com/product/7127","https://manager.cnypharmacy.com/uploads/product_photo/1747972456_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","7127","ยาน้ำแก้ไอ สมุนไพรหมอมี 60CC [MME]","ซื้อยกแพ็ค 6 ขวด[60CC]  รับสินค้าแถมฟรี","","24.00 -/ ขวด[60CC]","ซื้อเลย","24.00.-/","ขวด[60CC]","แถม สินค้า SKU 6315 ยาตรี...","","",""
"https://www.cnypharmacy.com/product/6396","https://manager.cnypharmacy.com/uploads/product_photo/1727851505_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6396","ยาน้ำแก้ไอมะขามป้อม ตราไอยรา 120ML [TMA-OTC3] ขวดเขียว","ซื้อยกแพ็ค 3 ขวด[120ML]","ลดเพิ่มแพ็คละ 5.25 บาท","33.00 -/ ขวด[120ML]","ซื้อเลย","33.00.-/","ขวด[120ML]","ลดเหลือ 31.25 / ขวด[120ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/3177","https://manager.cnypharmacy.com/uploads/product_photo/3177.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3177","ยาน้ำแก้ไอมะขามป้อม ตราไอยรา 60ML [TMA-OTC3] ขวดเขียว","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3.99 บาท","18.00 -/ ขวด[60ML]","ซื้อเลย","18.00.-/","ขวด[60ML]","ลดเหลือ 16.67 / ขวด[60ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/5345","https://manager.cnypharmacy.com/uploads/product_photo/1695969934_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","5345","ยาน้ำแก้ไอมะแว้ง ตราไอยรา 120ML [TMA-OTC3] ขวดแดง","ซื้อยกแพ็ค 3 ขวด[120ML]","ลดเพิ่มแพ็คละ 8.25 บาท","34.00 -/ ขวด[120ML]","ซื้อเลย","34.00.-/","ขวด[120ML]","ลดเหลือ 31.25 / ขวด[120ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/3892","https://manager.cnypharmacy.com/uploads/product_photo/3892.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3892","ยาน้ำแก้ไอมะแว้ง ตราไอยรา 60ML [TMA-OTC3] ขวดขาว","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3.99 บาท","23.00 -/ ขวด[60ML]","ซื้อเลย","23.00.-/","ขวด[60ML]","ลดเหลือ 21.67 / ขวด[60ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/3013","https://manager.cnypharmacy.com/uploads/product_photo/3013.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3013","ยาน้ำแก้ไอมะแว้ง ตราไอยรา 60ML [TMA-OTC3] ขวดแดง","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 5.25 บาท","20.00 -/ ขวด[60ML]","ซื้อเลย","20.00.-/","ขวด[60ML]","ลดเหลือ 18.25 / ขวด[60ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/6581","https://manager.cnypharmacy.com/uploads/product_photo/1727750688_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6581","ยาน้ำแก้ไอมะแว้ง ตราไอยรา อะฮ่า 60ML [TMA-OTC3] ขวดแดง","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3.51 บาท","17.00 -/ ขวด[60ML]","ซื้อเลย","17.00.-/","ขวด[60ML]","ลดเหลือ 15.83 / ขวด[60ML]","ลูกมะแว้งต้น + มะขามป้อม + ชะเอมเทศ","",""
"https://www.cnypharmacy.com/product/7514","https://manager.cnypharmacy.com/uploads/product_photo/1762836864_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","7514","ยาหม่องขาว เซียงเพียว บาล์มขาว 12G [TMA-OTC4] สีขาวแดง","ซื้อยกแพ็ค 3 กระปุก[12G]","ลดเพิ่มแพ็คละ 6.75 บาท","30.00 -/ กระปุก[12G]","ซื้อเลย","30.00.-/","กระปุก[12G]","ลดเหลือ 27.75 / กระปุก[12G]","","",""
"https://www.cnypharmacy.com/product/1237","https://manager.cnypharmacy.com/uploads/product_photo/1237.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1237","ยาหม่องน้ำเซียงเพียวอิ๊ว สุตร1 7CC [TMA-OTC4] สีแดง","ซื้อยกแพ็ค 3 แพ็ค[6ขวด]","ลดเพิ่มแพ็คละ 38.519999999999996 บาท","39.00 -/ ขวด[7CC]","ซื้อเลย","39.00.-/","ขวด[7CC]","","MENTHOL+PEPPERMINT","234.00.-/","แพ็ค[6ขวด]"
"https://www.cnypharmacy.com/product/1235","https://manager.cnypharmacy.com/uploads/product_photo/1235.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1235","ยาหม่องน้ำเซียงเพียวอิ๊ว สูตร1 25CC [TMA-OTC4] สีแดง","ซื้อยกแพ็ค 3 แพ็ค[6ขวด]","ลดเพิ่มแพ็คละ 100.62 บาท","106.00 -/ ขวด[25CC]","ซื้อเลย","106.00.-/","ขวด[25CC]","","MENTHOL+PEPPERMINT","633.00.-/","แพ็ค[6ขวด]"
"https://www.cnypharmacy.com/product/1236","https://manager.cnypharmacy.com/uploads/product_photo/1236.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1236","ยาหม่องน้ำเซียงเพียวอิ๊ว สูตร1 3CC [TMA-OTC4] สีแดง","ซื้อยกแพ็ค 3 ขวด[3CC]","ลดเพิ่มแพ็คละ 4.800000000000001 บาท","21.00 -/ ขวด[3CC]","ซื้อเลย","21.00.-/","ขวด[3CC]","ลดเหลือ 19.40 / ขวด[3CC]","MENTHOL+PEPPERMINT","246.00.-/","โหล[12ขวด]"
"https://www.cnypharmacy.com/product/2477","https://manager.cnypharmacy.com/uploads/product_photo/1668063530_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2477","ยาหม่องน้ำเซียงเพียวอิ๊ว สูตร2 7CC [TMA-OTC4] สีขาว","ซื้อยกแพ็ค 3 ขวด[7 CC]","ลดเพิ่มแพ็คละ 24.119999999999997 บาท","40.00 -/ ขวด[7 CC]","ซื้อเลย","40.00.-/","ขวด[7 CC]","ลดเหลือ 31.96 / ขวด[7 CC]","MENTHOL+PEPPERMINT","236.00.-/","แพ็ค[6 ขวด]"
"https://www.cnypharmacy.com/product/0572","https://manager.cnypharmacy.com/uploads/product_photo/0572.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0572","ยาหยอดหู DEWAX 15ML [DKL-RANBAXY]","ซื้อ 2 ขวด[15ML] ขึ้นไป","ลดขวด[15ML] ละ 0.50 บาท","52.00 -/ ขวด[15ML]","ซื้อเลย","52.00.-/","ขวด[15ML]","ลดเหลือ 51.50 / ขวด[15ML]","DOCUSATE SODIUM","",""
"https://www.cnypharmacy.com/product/1245","https://manager.cnypharmacy.com/uploads/product_photo/1245.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1245","ยาหอม ตราเด็กในพานทอง 17G [BON]#12 ขวดกลาง","ซื้อยกแพ็ค 12 ขวด[17G]","ลดเพิ่มแพ็คละ 6 บาท","17.00 -/ ขวด[17G]","ซื้อเลย","17.00.-/","ขวด[17G]","ลดเหลือ 16.50 / ขวด[17G]","กานพลู + ดอกบุนนาค + กฤษณา + โกฐหัวบัว","",""
"https://www.cnypharmacy.com/product/1247","https://manager.cnypharmacy.com/uploads/product_photo/1247.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1247","ยาหอม ตราเด็กในพานทอง 37G [BON] ขวดใหญ่พิเศษ #12","ซื้อยกแพ็ค 12 ขวด[37G]","ลดเพิ่มแพ็คละ 6 บาท","27.00 -/ ขวด[37G]","ซื้อเลย","27.00.-/","ขวด[37G]","ลดเหลือ 26.50 / ขวด[37G]","กานพลู + ดอกบุนนาค + กฤษณา + โกฐหัวบัว","",""
"https://www.cnypharmacy.com/product/1246","https://manager.cnypharmacy.com/uploads/product_photo/1246.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1246","ยาหอม ตราเด็กในพานทอง 6G [BON] ขวดเล็ก","ซื้อยกแพ็ค 12 ขวด[6G]","ลดเพิ่มแพ็คละ 6 บาท","10.00 -/ ขวด[6G]","ซื้อเลย","10.00.-/","ขวด[6G]","ลดเหลือ 9.50 / ขวด[6G]","กานพลู + ดอกบุนนาค + กฤษณา + โกฐหัวบัว","",""
"https://www.cnypharmacy.com/product/3172","https://manager.cnypharmacy.com/uploads/product_photo/3172.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3172","ยาอม DIFFLAM HONEY&LEMON น้ำผึ้งมะนาว 24X8'S [ZPL-INOVA] กล่องเหลือง","ซื้อยกแพ็ค 2 กล่อง[24 ซอง]  รับสินค้าแถมฟรี","","492.00 -/ กล่อง[24 ซอง]","ซื้อเลย","492.00.-/","กล่อง[24 ซอง]","แถม สินค้า SKU 6925 ดิฟคอ...","2,4-DICHLOROBENZYL + AMYLMETACRESOL","21.00.-/","ซอง[8เม็ด]"
"https://www.cnypharmacy.com/product/3171","https://manager.cnypharmacy.com/uploads/product_photo/3171.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3171","ยาอม DIFFLAM ORANGE+VIT C รสส้ม+วิตามินซี 24X8'S [ZPL-INOVA] กล่องส้ม","ซื้อยกแพ็ค 2 กล่อง[24 ซอง]  รับสินค้าแถมฟรี","","492.00 -/ กล่อง[24 ซอง]","ซื้อเลย","492.00.-/","กล่อง[24 ซอง]","แถม สินค้า SKU 6925 ดิฟคอ...","2,4-DICHLOROBENZYL + AMYLMETACRESOL","21.00.-/","ซอง[8เม็ด]"
"https://www.cnypharmacy.com/product/1215","https://manager.cnypharmacy.com/uploads/product_photo/1215.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","1215","ยาอม I-HERB OTC 3X6'S [POS-02]","ซื้อยกแพ็ค 3 กล่องใหญ่[12กล่อง]","ลดเพิ่มแพ็คละ 42 บาท","266.00 -/ กล่องใหญ่[12กล่อง]","ซื้อเลย","266.00.-/","กล่องใหญ่[12กล่อง]","ลดเหลือ 252.00 / กล่องใหญ่[12กล่อง]","สารสกัดลูกมะแว้งเครือ + สารสกัดลูกสมอไทย + สารสกัดลูกมะขามป้อม + สารสกัดรากชะเอมเทศ","23.00.-/","กล่อง[3แผง]"
"https://www.cnypharmacy.com/product/3417","https://manager.cnypharmacy.com/uploads/product_photo/3417.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3417","ยาอมมะแว้งตราไอยรา 20X15'S รสบ๊วย [TMA-OTC3] สีแดง","ซื้อยกแพ็ค 3 กล่อง[20ซอง]","ลดเพิ่มแพ็คละ 54 บาท","333.00 -/ กล่อง[20ซอง]","ซื้อเลย","333.00.-/","กล่อง[20ซอง]","ลดเหลือ 315.00 / กล่อง[20ซอง]","","",""
"https://www.cnypharmacy.com/product/3656","https://manager.cnypharmacy.com/uploads/product_photo/3656.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3656","ยาอมมะแว้งตราไอยรา 20X15'S รสเปลือกส้ม [TMA-OTC3] สีส้ม","ซื้อยกแพ็ค 3 กล่อง[20ซอง]","ลดเพิ่มแพ็คละ 54 บาท","333.00 -/ กล่อง[20ซอง]","ซื้อเลย","333.00.-/","กล่อง[20ซอง]","ลดเหลือ 315.00 / กล่อง[20ซอง]","","",""
"https://www.cnypharmacy.com/product/3587","https://manager.cnypharmacy.com/uploads/product_photo/3587.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","3587","ยาเม็ดงามระหง 80เม็ด [BIO-01]","ซื้อยกแพ็ค 3 กล่อง","ลดเพิ่มแพ็คละ 3 บาท","37.50 -/ กล่อง","ซื้อเลย","37.50.-/","กล่อง","ลดเหลือ 36.50 / กล่อง","","",""
"https://www.cnypharmacy.com/product/5917","https://manager.cnypharmacy.com/uploads/product_photo/1711071697_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","5917","ยาแก้ไอ B.M BABY COUGH SYRUP 60ML [BMP]","ซื้อ 6 ขวด[60ML] ขึ้นไป","ลดขวด[60ML] ละ 1.00 บาท","26.00 -/ ขวด[60ML]","ซื้อเลย","26.00.-/","ขวด[60ML]","ลดเหลือ 25.00 / ขวด[60ML]","CHLORPHENIRAMINE+AMMONIUM CHLORIDE","",""
"https://www.cnypharmacy.com/product/6406","https://manager.cnypharmacy.com/uploads/product_photo/1732587918_1.png","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","6406","ยาแก้ไอมะขามป้อม ตรา ปาริฉัตร 60ML [TMA-OTC3]","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 4.5 บาท","19.00 -/ ขวด[60ML]","ซื้อเลย","19.00.-/","ขวด[60ML]","ลดเหลือ 17.50 / ขวด[60ML]","ผลมะขามป้อม 2400 G","",""
"https://www.cnypharmacy.com/product/5990","https://manager.cnypharmacy.com/uploads/product_photo/1753838489_1.jpeg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","5990","ยาแก้ไอมะแว้ง ตราไอยรา จูเนียร์ 60CC [TMA-OTC3]","ซื้อยกแพ็ค 3 ขวด[60ML]","ลดเพิ่มแพ็คละ 3.75 บาท","20.00 -/ ขวด[60ML]","ซื้อเลย","20.00.-/","ขวด[60ML]","ลดเหลือ 18.75 / ขวด[60ML]","ลูกมะแว้งต้น 25 G","",""
"https://www.cnypharmacy.com/product/2678","https://manager.cnypharmacy.com/uploads/product_photo/1685510266_1.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","2678","สำลีก้อนตรารถพยาบาล ขนาด 0.35, 450 กรัม [DCH-รถพยาบาล] ห่อจัมโบ้","ซื้อ 6 ห่อ[450G] ขึ้นไป","ลดห่อ[450G] ละ 5.00 บาท","138.00 -/ ห่อ[450G]","ซื้อเลย","138.00.-/","ห่อ[450G]","ลดเหลือ 133.00 / ห่อ[450G]","","",""
"https://www.cnypharmacy.com/product/0737","https://manager.cnypharmacy.com/uploads/product_photo/0737.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0737","สำลีพันก้าน SOFTIP SIZE L 100ก้าน [LON]","ซื้อยกแพ็ค 20 ซอง[100ก้าน]","ลด 2.00 %","14.00 -/ ซอง[100ก้าน]","ซื้อเลย","14.00.-/","ซอง[100ก้าน]","ลดเหลือ 13.72 / ซอง[100ก้าน]","","",""
"https://www.cnypharmacy.com/product/0738","https://manager.cnypharmacy.com/uploads/product_photo/0738.jpg","ขั้นต่ำ 0 ชิ้น","จำกัด 0 ชิ้น","SPECIAL OFFER","เริ่ม 01-03-2026","ถึง 31-03-2026","รหัสสินค้า","0738","สำลีพันก้าน SOFTIP SIZE M 100ก้าน [LON] #แพ็ค[10ซอง]","ซื้อยกแพ็ค 20 ซอง[100ก้าน]","ลด 0.77 %","13.00 -/ ซอง[100ก้าน]","ซื้อเลย","13.00.-/","ซอง[100ก้าน]","ลดเหลือ 12.90 / ซอง[100ก้าน]","","",""
